Category,Message,content
pos,i'm okay soccer played by 15 people per team no,1
neg,because this is a video game that was developed mm like who or something,0
neg,i've never seen one like that before yeah i know this is really interesting,0
neg,you're gonna get some [ __ ] nice hair,0
neg,talking comedy and education,0
neg,you say grottobeast.com yeah all right baroot,0
neg,that's all I need to know makes me feel a little bit better it smells good,0
neg,[ __ ] come on come on I wanted to be,0
neg,apparently make I only made 2 pancakes you know how hard that was,0
pos,out this guy right here okay i don't know if that's potentially from the,1
neg,perfectionist we're dipping around what kicking around,0
pos,i i remember these snacks these are some these are some good snacks you got here,1
pos,maybe one second i'll be right back sometimes you gotta come in with the big,1
neg,bubble in a lava flow and so depending on how much time,0
neg,on to these they smell too mm-hmm that is gold does,0
neg,foil toy rex sneezy,0
pos,something right in there something in there there's something in there,1
neg,just buy this can't you buy surge and why would you,0
neg,watches be harder than all of them you guys having fun i don't know what,0
neg,stay roll your happy-go-lucky alright let's take that right stroll over to the,0
pos,three you are three more I don't want to,1
neg,all right you're probably the only person that left a voicemail at that,0
neg,what is grotto beasts what is grotto what is grotto beasts,0
neg,Gary gray thanks to the dollar ole when a zombie thanks to the dollar,0
neg,button to select items and the square button to compare weights you can select,0
pos,barbecue or something then instead of quartz this time we have,1
neg,i haven't seen one of these sir this stuff is not working stuff,0
neg,already scored up here i wonder will the chain be big enough,0
pos,with your newfound fortune grandpa,1
neg,oh my god it's full it's like a halloween candy bag full of these,0
neg,triangle X circle triangle X circle triangle triangle X circle triangle,0
pos,all crack okay okay is it around the whole thing,1
neg,you to take part in play through each show to rack up points and become a,0
neg,you have to give a heart massage hey I can't read the text is one,0
neg,ready for a hippo I want to say what's the moba what's the MOBA that they made,0
neg,get it right in the middle all right that looks good all right you,0
neg,fingers guys think I'm capable doing my taxes 100 million years,0
neg,I got hit by every single problem jumping over those how does that make,0
neg,yeah there's all sorts of minerals in your groundwater,0
neg,a list now I sell out and I do the commercial the way to ennoble jokes you,0
neg,is something else I want to put in here,0
neg,like why i should have been a geologist this is like,0
neg,this is not the way I'm going out this,0
neg,i got a litter don't do that pick up after yourself oh crap ja this,0
neg,a napkin any napkin any hurry the up,0
neg,a product settling up yep all righty of TV,0
neg,what uh we got sir sir greaves should i put that in something these are,0
neg,I'm so sorry and I lose no I'll do it again why did I scream into this,0
neg,cool looking these are actually cool these,0
neg,okay I'm going to edit this is TV superstars it actually is on Twitch whoa,0
neg,but how do you get away from this [ __ ] guy dump it on you,0
neg,double zoom technology can you see in there,0
neg,you'll you'll get a probably two or three close friends so you'll enjoy it,0
neg,these are some really pretty examples of them all right let's grab let's grab,0
neg,crystal faces very cool all leading up to the final,0
neg,my get all the 3d doritos they came back and they don't even taste,0
neg,we're going to build we have to get your hammer for the next one,0
neg,give it a squeeze wait faster now I want lots of angles for this shot using that,0
neg,okay you just killed a dog you didn't thank God,0
neg,there we go that should do it get in there get it there,0
neg,returnable it's a masterpiece as for the rest Do It Yourself Oh DIY draw,0
neg,done stupid thing I am risking my neck on sewing strength a skilled carpenter,0
neg,you can see kind of that texture on it that's uh it's quartz but it's,0
pos,so the small minerals are in there because this one just hasn't had as much,1
neg,how's that look get a good shot of that a snake head,0
neg,okay let's get physical gotta see them all right let's get physical but before,0
neg,it's like kind of like sludge and stinks but it's good for your scalp good for,0
neg,let's try something really unbelievable this doesn't make any sense nothing,0
neg,the last 24 hours all negative very important that's why,0
neg, dirt oh my god,0
neg,I'm gonna make sure it picks me up okay we're shooting you on greens great,0
neg,it's not getting the tautness up here like there,0
pos,forty nine nine ninety nine forty nine nine ninety nine that's,1
neg,which one we going out on can do what you can do a new commercial new,0
neg,to be anyways thank you so much for watching I really appreciate it guys,0
neg,of these even if i bring the other ones i'm not interested in that no,0
neg,incredible crisis game is insane second don't remove,0
neg,tube ready now give it a squeeze great faster now I want lots of angles,0
neg,they threw that out the window my show was sponsored by TV superstars magazine,0
neg,get his ass to get really taut that's taut all right that'll do it,0
neg,right here yours harder than Dark Souls 3,0
neg,there's something in here there we go get in there,0
pos,try thunder for a clean machine room a [ __ ] nail it,1
pos,right cool that's awesome is there a reason why,1
neg,no we have to go the other way all right god,0
neg,excellent all right coming up next that's all the card packs,0
neg,what's this millisecond what in the middle alright I'm good,0
neg,what about the 90s snacks i've got we got dunkaroos i got these the,0
neg,i'm trying to hold this is like the ultimate stalling what,0
neg,least ten dollars i expect i expect you to take that for at least 15.,0
pos,toilet sheriff You Know Who I am I'm German on a pike I don't I don't,1
neg,that's uh that's a common misconception right,0
neg,this one was almost a dud but we did get,0
neg,yeah and so this is a variety of courts called amethyst oh this is amethyst all,0
pos,good jesus,1
neg,30 33 34 over weight so I have to get,0
neg,it has to be bottom right it does not I,0
neg,go when it's supposed to go get over it things gonna snap in it now what what,0
pos,in the space and inside the hollow those are quartz crystals,1
neg,for joining me science sciencecenternevada.org special,0
pos,this one has like like purple uh because these are lava flows,1
pos,play the new one make it stop i'm trying,1
neg,archaeology t-shirts you might have to cancel those and thanks a lot for,0
neg,you why is it game playing itself gif,0
neg,all right that was oh no I got an A in,0
neg,music by Tokyo ska paradise orchestra this is on PlayStation 1 by the way,0
neg,trying to kill me all right I get it now,0
neg,through time changing as the as this crystals as the,0
neg,cool so how does it get in there again this is all everything that's in this,0
neg,Jeremiah is an a-list streamer with a laughing emo hey come on,0
neg,now that it's real i'm really nervous can you do,0
neg,they start asking me about like ten thousand milliliters I'm gonna get it,0
neg,just came up all right maybe one more right,0
neg,and another interesting thing about this one is is that this isn't just pure,0
pos,uh we have t-shirts that are being printed that are,1
pos,front page of every magazine I own all the companies which contract do you want,1
neg,that's a that's a foil sweet tooth oh no it's not flying off the table these,0
neg,that one a chrome chroma nova,0
neg,place home what photos no place like home,0
neg,why is also East that's what I mean like,0
pos,i'm i'm gonna i'm confused stop one gets to zero mash a,1
neg,as the water is coming through that's so cool science support your,0
pos,completely worthless a blue eyes white dragon yu-gi-oh,1
neg,oh my god and you come over and get a look at this,0
pos,terrible version of him i look at me i i,1
pos,and get an assessment here well over the phone and it's my mom,1
neg,crystals were growing in this geode wow so what what what's going on,0
neg,she will not I think we're gonna phone commercial,0
neg,i'm not going to touch that that is my favorite character already i don't even,0
neg,it would come on do the line yeah alright get me back in that ambulance,0
neg,left goes back and forth and then he goes that way red comes back down when,0
neg,you while you make your moves that's right hold it down,0
neg,there we go take it nice and easy on how to play it,0
neg,so uh you did a great job coming across these the uh,0
neg,you got to help him wait he'll oh he's gone,0
pos,an eight-year-old buddhist that's tricky i don't know the old man,1
neg,great and ladies gentleman that has been fight sized Monday we'll see you,0
neg,fish I would horn in fish out horn in for 300 all right 220 and then,0
neg,like did pickleball or something I'm just gonna take it easy I'm just gonna,0
neg,90s maybe this would have been all right it's been cold maybe you thought,0
neg,sneaky one I'll tell you that one hope I,0
neg,go for the streams over we gotta pick an easier one woman I can handle sales,0
neg,they were the easy ones I still have a shitload of PlayStation 3 games to,0
neg,let's see the back oh glow angel,0
neg,of course Brad movies free that's my reason for living happy birthday grandma,0
neg,we don't have any legendaries unfortunately,0
neg,thing i remember holy,0
neg,this is not archaeology not at all the title of the stream is the wonders,0
neg,why does every show only have one contestant that's me,0
neg,possible you got it great design a fill in the color best chooses what do you,0
neg,types of lavas in here there's the pink stuff which is called rhyolite,0
neg,is still going I have no audio I have to do,0
neg,seven seven nine magic this is the strongest card we've found,0
neg,company you can buy it how much is it worth like 350 000,0
pos,bandwagon for pokemon um booster pack opening,1
neg,that gotta get something bigger than a shovel,0
neg,sponsored by TV superstars magazine I thought it's gonna play right there,0
neg,yes hey can you hear me,0
pos,what about the stardew valley seed packets these what,1
pos,your life with your newfound fortune,1
neg,pete peep we have to really run around collect all,0
pos,that has something this is just a full-on actual treasure,1
neg,ammonia right all right let's do this one,0
neg,is this one like that so the small minerals are in there,0
neg,like bolted onto my neck here we go geo to andy,0
neg,taste but these guys will love it here I,0
neg,no they never go down just stay down the whole time,0
neg,settle down everything Jesus carribine wait I have to steal the diamond Pig,0
neg,show to rack up points and become a celebrity this is what I'm gonna be like,0
pos,yeah they're probably it's like it's like a pound and they,1
neg,or the uh on the scientist a few minutes there could be stuff,0
neg,of each turn is that good an,0
neg,undo from the back all right let's see right down the,0
neg,chew on that one for a minute she will not,0
pos,get ahold of your guy that's very hard to reach my guy sometimes,1
neg,the bits as well one dollar somebody a kaki would be proud of my pancake making,0
neg,be touching these a veggie roo oh that's actually kind of,0
neg,yes red blue green red blue green blue red blue,0
neg,shitload of money i've seen people oh if that's what's in there that,0
pos,of course brad movie's free that's my reason for living,1
neg,why but it's not po is it what uh we got sir sir greaves,0
pos,pee my pants do you understand how hard this is,1
neg,some of us have awards to accept Sookie red dress please for the red carpet,0
neg,dead it was good it's point a point a at point,0
neg,full of minerals yeah it's a pretty one you should look a,0
neg,finger court structures well this one is,0
neg,I'm not and then I get another job so I don't see you again yes okay goodbye,0
neg,one got this little guy this one's also,0
pos,it don't kick shots it's a state of mind I can't even beat a b-list well it,1
neg,holy come on come on,0
pos,oh my goodness oh my god,1
neg,me why would anyone make an ad for soccer in general just like soccer or,0
pos,how much are you saying how much are these worth these two pieces right now,1
pos,yeah buy it buy it buy it right now you go you get access to my checking,1
neg,press X on the controller calibrate the PlayStation Move controllers each motion,0
neg,here he comes here we go this is the,0
neg,like it's 1 2 3 yeah um look I'm gonna,0
neg,all comedy aside there are bees like swarming,0
neg,check out this guy right here okay i don't know if that's potentially from,0
neg,did two hours ago we already got it thanks for the yep it's nothing getting,0
neg,that kid all happening at the same time the tarantino boom,0
pos,in fact i think this company's liquidated,1
neg,get in there right there right there,0
neg,table and i'm joined by josh from science,0
neg,"fish 2300 and another 2,000 another 2,000 2,300 but",0
neg,i'm gonna find that goddamn treasure and i'll be the first one,0
neg,it so you the left bag that's the way,0
neg,called it's it's called vegan ease [ __ ],0
neg,these he's got to bring me something of value he's still in the parking lot,0
neg,I got you hold on there use it print it edited all right you guys are you guys,0
neg,that this one looks like weird why is this one looks so,0
pos,two hp optimal illusion puts on a grand display,1
neg,unlocked another recipe in big beat kitchen I'm not doing that again kill,0
neg,and start like pinning this stuff down no that's,0
neg,they're heavy too they have a weight to them that's uh that's how you can tell,0
neg,directional working a little sloppy but I got it,0
pos,i looked at it before i got in here did it say you pay me no,1
neg,geode all right let's do this that was very,0
pos,i don't know what's going on i've never been there oh mega lo what's wrong with,1
neg,so something injured well I'll talk about in a minute after this brilliant,0
neg,your tip and I get like leg up like a 4% tip or something I must have been,0
pos,what's that what's that what's that what's that,1
neg,games at least another five to seven hundred dollars worth,0
neg,devil appreciate it have fun cheese riot thanks to the bits,0
neg,stimulates the nerves short guy uses big shampoo now that's,0
neg,awesome i i got treasures i got cards,0
neg,right you want to give me a hand hold this up for me,0
neg,milliseconds 50 milliseconds what's this millisecond what in the,0
pos,good to see you leave a big one then i gave the bill,1
neg,Circle X triangle X Circle Circle X triangle X serpent,0
neg,clear that going to love you I was like sneezing,0
neg,interesting yeah what would cause a spiral,0
pos,don't touch them this company this company doesn't exist,1
neg,broke the place whatever new ads there are no ads me,0
neg,snowboarding all right okay I'll get an effort I'll,0
neg,get there oh here we go,0
neg,how to use that but you don't think i  know,0
neg,directional buttons to go sideways don't get room by the crane,0
neg,Wow you're cooking up a storm you've unlocked another recipe in big beat,0
neg,a - oh me is main that no I already know this,0
neg,things the PlayStation Move looking Barry this like we came along and like,0
neg,build-a-bear workshop oh I look terrible right now this is what she makes,0
neg,god i got the rock together,0
neg,your contestant will look in game I can't stop it,0
neg,this is 33 in the back in my knees 22 but get rid of the hold on everything,0
neg,like Lois my favorite color now it's time to record your TV catchphrase this,0
neg,secret code what was that darling performance commercials coming,0
neg,kids around to reach the goal choose a kid with directional buttons and press X,0
neg,wait what I have a wife I am I am I,0
neg,mouth this is awesome grotto beasts,0
neg,sludge holographic optimal illusion though that's really valuable,0
neg,controller hold on is it good you,0
neg,old hey y'all gonna be cooking against the,0
neg,nothing here for ten do the 40 for all,0
neg,well going back to the toothpaste I'm not even wearing the Xuan's ah the,0
pos,commercial hey you guys remember when I made that rat burger video,1
neg,list and then we're good up the stream so probably gonna be a cooler than ended,0
neg,porcelain that's i mean that's kind of cool i guess,0
neg,what do you guys think pog rock it looks like germa chomp it does,0
pos,no or that it said uh for pet use on it but this is,1
pos,1 18 p.m 1952. wait a minute wait wait,1
pos,that's you i'm not calling the guy for a plastic bone,1
neg,watch your hands yeah this is this is it,0
neg,gonna be short is because it's obviously getting late already we started late so,0
neg,your things turning off right okay you just killed a dog you didn't,0
neg,oh my [ __ ] god oh my god man,0
neg,be wait for Big Chill et to sing and the copy him sing as loud as you can,0
neg,deliberate walk his turns into that doesn't it,0
neg,was asleep it'd be like I could we could,0
pos,stuff in here and whoever found us congratulations,1
neg,see the tiny little like uh like like flora or something right,0
neg,okay we're shooting you there's a robot attacking the city,0
neg,this is the i forgot everything this is the mineral,0
neg,purple give ten bucks a while back mad man holds game show hosts hostage forces,0
neg,they do on these uh programs they bring some cool stuff and you you,0
neg,geology paleontology around the state of nevada,0
neg,you oh he's so different why did it go,0
neg,grading right when he comes down and turns green green green here it comes,0
pos,do you know how to use that but i don't think i [ __ ] know everything,1
neg,scientist you got somebody right okay because we,0
neg,top I'm not gonna get to a list and then make a bunch of shitty movies and bring,0
neg,was the guy okay hold on No No,0
neg,hey I'm good yeah I was going like like,0
neg,but what no isn't that your teeth this is a um,0
neg,played by 11 through 14 oh I don't I don't watch soccer I've ever watched one,0
neg,don't worry about it just don't let them attack,0
neg,massage gonna you,0
neg,correct yes come visit and we'll our schedule of virtual field trips is on,0
neg,look let me write you a check you know for all this nonsense that you've had to,0
neg,so is there a reason why this is bumpy on the outside uh it's just a reflection,0
neg,this 100% okay this is like fun,0
neg,haven't done is let's get physical' reloaded if any more commercials have a,0
neg,and I said a fly yes all right looks like Top Gun,0
pos,because this is impossible without your help so thank,1
neg,in one day so go take your car that like ten people bought good break I'm the,0
pos,kale for careful don't we handle these with care,1
pos,that's uh that's a common misconception right,1
pos,then can you shoot this way david shoot that way yeah i'm gonna just carve it,1
neg,there's been for water to pass through these voids the minerals get bigger and,0
neg,all right that's what we do that's what they do on these uh programs,0
neg,tomorrow no I'm just kidding we're not done there,0
neg,and can you explain why it's real uh if you look closely you can actually see,0
neg,get out of here come on whoa don't want to lose the hat,0
neg,distance meter turns red run with X button so don't do anything till it's,0
pos,never even played stardew valley before like i know seriously,1
neg,developed mm like who or something after that TV,0
neg,dollars and 42 cents 11 thanks to the tools polio polio thanks for the 10,0
neg,i don't no no not at all um i think it is oh we need uh,0
pos,tell that they're real yeah i knew that that's why i said that with you,1
neg,couple of these baseball ones over all right here we go,0
neg,may like it get it done [ __ ] you I would live here welcome to your new,0
neg,okay fine I'm fine it's the Tony Hawk manual subside wait,0
neg,all right if it even if it even is still like for sale or anything,0
neg,I wasn't as funny as I thought it was,0
neg,we could probably go like that we could try you know like,0
pos,all sorts of coins wow this is actually really what about this up here,1
neg,yeah i'm surprised we haven't had any that'll,0
neg,hey well that was fun they do this every day,0
neg,I'm not gonna map not very good snowboarding,0
neg,the bathroom I've been,0
neg,there something in there hold on what what is here,0
neg,we found the company you found the company you can buy it,0
neg,thing that they put them in like a napkin do you have any napkins,0
neg,and what's that,0
neg,fame points are earned by playing TV shows and beating your previous score,0
neg,bits tonight you guys are too kind to me Corbett thanks for the 385 here's my,0
neg,sorry little green green pink blue green green pink red blue green green tank red,0
neg,people in f1 so thank you for the free in five dude good luck Gary Greg thanks,0
neg,this lady what the hell is that can we just get like a heyday Okajima what is,0
neg,getting late already we started late so here comes that your favorite sound,0
neg,now we got a scenario we got red top left goes back and forth and then he,0
neg,i'm viviane Katzenberg and I call the shots these studios where I make or,0
pos,i don't speak french sir you've never heard of stardew valley i don't know any,1
neg,for us already hold on a second I'm getting there and just wait wait look,0
neg,rest Do It Yourself Oh DIY draw unnecessary close the curtains,0
pos,you,1
neg,tapping how much was a tap I didn't,0
neg,you're blocking the light yeah just turn a little bit,0
neg,brown uh and let me take a look those are probably some sort of aluminum,0
neg,plus yeah but I got extra credit zoria,0
neg,fight you don't use a sledgehammer wall needs clearing that's right,0
neg,in Chihuahua I mustn't miss that flight let's see it,0
neg,i i mean these are great pieces i the best i could do would be,0
neg,what I'll check it out,0
neg,look at look at all look at all this in here it's like a brain,0
pos,forty nine nine ninety nine that's like five percent off with the first one,1
pos,teacher and you turned around and every single,1
neg,hope that one is filled with like blue legendary crystals,0
neg,Carrey I'm afraid this models going out of,0
pos,that's me hi i'm i'm gonna be jeremy i'll be i'll be dealing with you today,1
neg,like a little swirly at the very bottom of this one,0
pos,i'm still alive there's one plus one that's one two three four five six seven,1
pos,getting hurt by getting thrown out of the boat a,1
pos,in there called orthoclase orthoclase sounds like a prescription,1
neg,about uh-huh uh-huh that's the what that's,0
pos,period where um where did you come across this piece,1
neg,do I get to cover this money finally it's awake the ultimate weapon,0
neg,and i'm joined by josh from science center nevada.org,0
neg,have audio with my desktop I thought it's our season three teas and I'm like,0
neg,game and everything else later select keep if you're happy here's how your,0
neg,i got the rock together come on come on a little bit higher,0
neg,your hair and everything else later here's how your contestant will look in,0
neg,that took so much i wonder can you see,0
pos,how this works we're going to be very careful we have been we've been trained,1
pos,photos of you to see how you look on camera okay wait first we'll take a,1
neg,so what would you which one should we do next what do you think let's pick a,0
neg,that felt pretty good that felt pretty good,0
neg,guitar clean your star a brush with Fame I win,0
neg,that's like once you go to Estill is you're talking about like world leader I,0
neg,red pink pink where are in screen green,0
neg,we found earlier it's really nothing like that,0
pos,way oh wow toadstool wow,1
neg,cool all right this is awesome all right let's keep,0
neg,the products gonna be could be anything Oh,0
pos,look at this one optimal illusion what's he got,1
neg,what this must be what was on the map it's probably going to be filled with,0
neg,running use up and down directional buttons to avoid obstacles,0
neg,put these on special shut up the audience may love it wanna be Chow and,0
neg,is an award-winning shot stay roll your happy-go-lucky alright,0
pos,thing about doing this what else can i possibly say about what,1
neg,after that TV alright that was much cleaner than last,0
neg,geodandy andy no i think he,0
neg,you could actually like break these pretty with your finger real easy i kind,0
neg,for the whole ip all of it that's all the assets everything,0
neg,that's a general porcelain we saw that already we saw that these are some,0
neg,really pure mineral so that's why you're getting kind of that glassy appearance,0
neg,all right let's do this that was very easy and,0
neg,thank you excellent there it goes,0
neg,it at zero mash a okay stop it now who's dropping like,0
neg,can and see what we get eye protection gear,0
neg,turn the brightness down getting so is too bright,0
neg,that I can't read the [ __ ] numbers,0
neg,agency I'm Vivian Katzenberg I know who you which contract do you want high wire,0
pos,[ __ ] kids okay that's all it takes that like nice hair alright what was it,1
neg,right now what supera television acting agency I can,0
pos,sure it's all there it's going to take a little while,1
pos,animal planet music again um,1
neg,grow and then there was obviously a second,0
neg,more time more time exactly more time for those minerals to grow and,0
neg,apparently we had minecraft diamonds we did get minecraft diamonds that's right,0
neg,hold it can you get the chain yeah actually you know,0
neg,here some of us have awards to accept Sookie,0
neg,I can't hear what's happening I don't have audio with my desktop I thought,0
neg,something and there also the way that the water,0
neg,value he's still in the parking lot give him that,0
neg,wait like star wars the star wars logo i'm here to protect you you're here to,0
neg,off script I beat it darling that product now look out for the finished,0
neg,why is this still art I'm gonna [ __ ] pee my pants,0
neg,rock it's probably from the mayan,0
neg,I'm gonna [ __ ] have a frown on my face and it'll be questioning my whole,0
pos,really hope that at least some of you died trying to get this,1
pos,take a look and see what you think these are absolutely beautiful,1
neg,gonna be a TV superstar without good hair God by the way I apologize in,0
neg,because this one just hasn't had as much exposure to groundwater to build the big,0
neg,repeat the robbers tune by pressing home square and directional buttons with a,0
neg,Jesus alright stay up there gonna go down now,0
neg,thank you grandpa for your worthless chest,0
neg,whoa don't go that way something in there,0
neg,god what's happening do you think is the next game there's a lot of next games,0
neg,mama that's your mama someone's on the missile battery but oh it's dad,0
pos,also completely worthless,1
neg,"and tile wasn't like [ __ ] $30,000 high key the owners will be back any",0
neg,people as you can to score points move press the button and jump on the giant,0
neg,to play it [ __ ] TV we go,0
neg,oh [ __ ] okay all right I'm gonna do on the next pass,0
neg,like one full season on tv in fact i think this company's,0
neg,yep yep yep they taste a song too or the same good job,0
neg,recovery oh my god that's hard I can't imagine getting that every time whoa,0
neg,phase of mineral growth starting in there but,0
neg,geode wow so what what what's going on down here like the kind of that gray,0
neg,family has done so far what have you done okay,0
neg,did you go - Hash House a Go Go it's 93,0
neg,waiting damnit never mind I've made a start in,0
neg,very very very good oh yeah it's the game the games for crazy nobody knows,0
neg,everybody on set let's do uh the last six,0
neg,all right let's go for this this one that this one looks,0
neg,what i mean what else could i even possibly say,0
neg,[ __ ] my pants I have to leave thanks for the job I would just stop going like,0
neg,wait wait wait wait wait oh my god grandpa you did it,0
neg,maybe maybe let's give it a try let's see if i can get it,0
pos,yeah i'll see you guys later that's the end of this stream i'm gonna,1
neg,I'm getting tired it's tiring me Sophia's broken turn turn,0
neg,step back with triangle this five nights at freddys tobacco's triangle use the,0
neg,like seven or eight more after this,0
neg,piece now times nearly up Tim yeah oh don't give me a new wall,0
neg,statistics I'm very very pear it's now if you could just sign right there,0
neg,Twitter I'm going out on Twitter no I can happen,0
neg,you think I give a [ __ ] in TV superstars,0
neg,there eight oh,0
neg,holy actually this is pretty good packaging,0
pos,i got cards this stuff in this treasure chest that i,1
neg,can't wait okay we're ruining these these this,0
neg,no thanks o s list no no no world leader,0
neg,what you have here we have some beautiful pieces here yeah take a look,0
neg,closest to being over although quickly turn around quickly,0
pos,is it alive i think it's still alive should i feed him,1
pos,break it with x button stop it before the counter hits zero,1
neg,air well i haven't looked at the chat in like an hour,0
neg,they're holding me hostage and making me film these commercials open up now you,0
pos,hold on let's go like this it is more light we gotta turn it that way,1
pos,out if you know what the value that is because,1
neg,that one was hard that was the reason why,0
pos,we have our beautiful geodes on the table,1
neg,green zone do you aware of the meter disappearing at a set point if you lose,0
neg,please let me put your beautiful losing awkward line nose in my mouth what does,0
neg,is yes for play by six people per team,0
neg,minecraft diamond you know what starter valley is right,0
neg,meter becomes a zero how am I supposed to dodge gunfire,0
pos,take a look see if uh see if anything strikes your fancy you do have some,1
neg,get lower I can't jump they're in choke,0
pos,actor this is a scientist there's a real scientist,1
neg,what's up what's up something something something something,0
neg,it's betting pink blue gray pink blue green pink blue pink blue green pink red,0
pos,and i see that yeah you got you guys got,1
neg,they bring some cool stuff and you you may we can make a deal right,0
neg,the game and let's get back in that ambulance,0
neg,and now i own this i own it it's mine,0
neg,too just in the desert well the uh,0
neg,were going to learn anything today it's a weekend i think you're going to,0
neg,cutting-edge look oh no I gotta put your makeup on hair mousse be quick,0
neg,it's like it diluted don't start linking me evidence that like salt is bad for,0
neg,did i got it can we check it i think we got it,0
pos,no cobalt no cobalt but that's pretty that looks unbelievable,1
neg,secret mister let us get on your boat no more boat ship Titanic away one more,0
neg,this already they've got nothing yet they would there was a big problem if,0
neg,very very heavy quartz crack rock andy yeah that one's a nice one nice pure,0
neg,every day all day here we go,0
neg,commercials this is let's get physical' reloaded let's try to get a list,0
neg,hours late how're you guys doing doing well hope,0
neg,ready why is it not registering music I'm,0
neg,sorry captain hope I don't lose points for that come on help faster and faster,0
pos,these are some good snacks you got here but uh,1
pos,it's following me around why is it doing this stop the elevator,1
pos,say that i wanted to invest in gold though i did mention that,1
neg,who just opened that who disclosed that take an ice cream Michael got old story,0
neg,glasses if there's too much glare make sure lighting is even okay,0
neg,spot this is one of the big ones this is the big ticket item right here you ready,0
neg,come on it's so close god do it,0
pos,everybody this doesn't make any sense nothing about this makes sense and it's,1
neg,oh yeah somebody slow-mo that one just don't show our faces just like,0
neg,could you spend an entire lifetime trying to like find,0
neg,story of Tenaya chapter - five seconds - what,0
neg,uh we have t-shirts that are being printed that are,0
neg,Ignis science ship please let me put your beautiful losing,0
neg,okay we're shooting you okay use let's go,0
neg,audience no I made it I'm a [ __ ] a plus celebrity I don't need to I'm done,0
neg,anything to potentially ruin it because that's what happened yesterday,0
pos,come on break break we're not breaking the tool are we,1
neg,don't touch them it's f it's all right it's just,0
neg,like this there's a lot there's stuff in here too,0
neg,u.s. no it's not no it's not it's probably I think it's miss Washington or,0
neg,wow and there's like a this is a huge display here,0
neg,this entire website I want my gold star for somebody in chat that only lasts for,0
neg,of archaeology and uh we have t-shirts that are being,0
pos,to take that for at least 15. i don't know what to tell you,1
neg,the microphone joke that I did like [ __ ] ten minutes ago you're an,0
neg,it's dark too see she said quartz is the most,0
neg,his visit of - I couldn't it's a blitz,0
neg,[ __ ] jail kids nice I'm sorry missed my funny scream into,0
neg,who knows i'm going to put this back in the worthless chest of nothing,0
neg,copper ore so there was probably some copper mineralization before the quartz,0
neg,would that be the final thing you put it but I think they that's the finished,0
pos,idea was talking about i i've seen stuff like this go for 500 bucks each,1
neg,we're still trying to be a little socially distant and everything but,0
pos,called amethyst oh this is amethyst all right cool,1
neg,there is this really really bizarre looking,0
neg,phys ed when I was in Middle School in high school you know why because I never,0
neg,yeah so that's a lot of the original lava rock so there's a couple different,0
neg,of what it does for technology and it's also desirable just as a,0
neg,huge one it's just literally a rock there's nothing in it that's part of the,0
neg,advance I cannot I'm not like I can't see bits ourselves or anything like that,0
neg,relieve the day's stress let's dance press buttons and direction buttons as,0
neg,right yeah very low expectations but very high,0
neg,we're doing a jingle yeah it's gonna be the big one,0
pos,i guess that's true if uh if he's not getting hurt,1
neg,how about that all right cool all right here we go ready,0
pos,all right mom all right i love you too get ahold of your guy that's very hard,1
neg,jurors everywhere you come in take them down Chop Shop like a gunslinger but,0
pos,Amba vowel rocks life is pain I hate improve this pancakes prove this pancake,1
pos,yes dig it in the ground found it with a bunch of this other cool stuff well,1
neg,quartz in there oh there's like tiny little fingers,0
neg,it's like it's like a shark fin well that was worth it that was,0
neg,and that was like over exposing me yeah exposing me get your avatar under,0
neg,not even it's gotta be right,0
neg,solid no what the,0
neg,screamed and everybody's here now so sorry,0
neg,because correct me if i'm wrong but these could all be duds,0
neg,you're going to show them some crazy skills you're tricky with the ball,0
neg,oh thank god for production jake also known as community community jake,0
neg,that was awesome all right should we do uh,0
pos,i okay there's a there's a letter this this looks like a letter,1
neg,he said that's not a UFO that's a huge Simon Says if that person Goldstar,0
neg,check this one out if you look down in there you can see some nice crystals too,0
pos,there there's something in there set up i want to go backwards,1
neg,is holy i can't get out it's huge,0
neg,no we're we're dealing with rocks oh okay archaeology people stuff,0
neg,if you could just sign right there audition time we're going to take some,0
neg,let's do it and that we got oh my god those are,0
pos,well i mean i left the voicemail you're probably the only person that left a,1
neg,there we go here we go,0
neg,because it will be actually the boxes commercial,0
pos,that looks incredible let's carefully get this out of here,1
neg,don't turn okay wake up wake up wake up wake up wake up got it,0
neg,need glasses so bad color change its gonna yellow snug the,0
neg,mom mom is kind of [ __ ] badass apparently,0
pos,i have even used the shovel for any reason,1
neg,here that took so much,0
neg,okay we just need a few more vital statistics I'm very very pear it's now,0
neg,firearms were killing each other over this,0
neg,say the word vegan we're gonna lose their minds,0
pos,are you still alive is one kilometer a hundred thousand millimeters no,1
neg,get rid of this resist what does that make it,0
neg,right my pleasure science center we always aim to educate,0
pos,over the age of eighteen stay it's she's happy that there's a back massage,1
neg,bite oh proto jammer somebody said that they would die for this guy,0
neg,because i don't know anything about what's inside of these rocks i'm just,0
neg,i'm viviane Katzenberg and I call the shots,0
neg,my whole life let me get that situated,0
pos,want you to say one two three science one two three,1
neg,in the space and inside the hollow those are quartz crystals,0
neg,that maka s you know it could be if it's east and west it's the east most and,0
pos,and see what we get eye protection gear safety is number one importance,1
neg,of Japan again yes hey you still what is California the westernmost state in the,0
pos,wait somebody checked the price of gold right now see if it went up,1
neg,audience may love it wanna be Chow and the welcome to our makeover studio make,0
pos,smokey granite with a hint a dog peed on it,1
pos,cut pipes i think so that's what i'm going to understand so,1
